w_c,nca_fineness_modulus,nca_crushing_strength,nca_impact_strength,nca_specific_gravity,nca_density,nca,cca_fineness_modulus,cca_density,cca_absorption_capacity,cca_specific_gravity,cca,cca_replacement_percentage,cfa_mean_particle_size,cfa_nfa,cfa_replacement_percentage,nfa_mean_particle_size,nfa_nfa,age,fc
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,28,25.46479295022486
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,28,22.918313655202375
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,25.7,30,56.84,9.13,20,88.81,36.55,28,16.55211541764616
0.41,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,12.85,40,56.84,4.56,10,88.81,41.12,60,28.647892069002967
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,28,36.41465391882155
0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0,0,0,88.81,45.68,28,28.647892069002967
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0,4.56,10,88.81,45.68,60,13.612332395507451
0.45,6,21.85,15.38,2.43,1463.233,64.26,5.5,0,0,0,0,0,0,0,0,88.81,45.68,60,24.82817312646924
0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0,0,0,88.81,45.68,14,26
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,24.82817312646924
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0,0,0,88.81,45.68,60,20.37183436017989
0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0,0,0,88.81,45.68,60,33.99549858855019
0.44,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,14,15.278875770134917
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,60,26.10141277398048
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,28,23.300285549455747
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,60,16.55211541764616
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,28,28.647892069002967
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,28,25.46479295022486
0.44,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,30,56.84,9.13,20,88.81,36.55,14,19.098594712668646
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,25.46479295022486
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,20,88.81,36.55,60,19.098594712668646
0.45,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,28,17.825355065157403
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,60,25.592116914975986
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,60,18.62660477533623
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,60,25.592116914975986
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,60,21.00845418393551
0.41,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,12.85,40,56.84,4.56,10,88.81,41.12,28,31.830991187781077
0.45,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,0,88.81,36.55,14,25.46479295022486
0.45,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,60,20.37183436017989
0.42,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,28,21.00845418393551
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,60,31.830991187781077
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,0,6.42,10,0,0,0,88.81,45.68,60,23.300285549455747
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,28,25.46479295022486
0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,28,22.918313655202375
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0,9.13,20,88.81,36.55,14,18.461974888913023
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,28,26.5
0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,14,21.645074007691132
0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,60,24.19155330271362
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,28,23.554933478957995
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0,0,0,88.81,45.68,28,21.00845418393551
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,20,88.81,36.55,28,22.918313655202375
0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,60,23.554933478957995
0.43,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,12.85,20,56.84,0,0,88.81,45.68,60,28.647892069002967
0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,60,22.918313655202375
0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,14,20.37183436017989
0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,14,28.647892069002967
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,28,23.5
0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,45.68,60,28.647892069002967
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0,9.13,0,88.81,45.68,14,25.46479295022486
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0,9.13,20,88.81,36.55,60,15.915495593890538
0.4,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,60,23.554933478957995
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,1.92,0,0,0,0,0,88.81,45.68,28,25.46479295022486
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,14,17.18873524140178
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,28,23.300285549455747
0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,60,29.28451189275859
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,10,56.84,9.13,20,88.81,36.55,28,18.461974888913023
0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,14,23.172961584704623
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,25.46479295022486
0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0,0,0,88.81,45.68,14,23
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,60,22.918313655202375
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,28,23.554933478957995
0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,60,23.554933478957995
0.45,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,28,10.833996160673168
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,14,25.46479295022486
0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,60,28.011272245247348
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,20,88.81,36.55,28,19.098594712668646
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0,0,0,88.81,45.68,28,23.554933478957995
0.42,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0,0,0,88.81,45.68,14,21.645074007691132
0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,19.27,10,0,0,0,88.81,45.68,60,12.383490614504923
0.4,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,60,24.82817312646924
0.45,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0,0,10,88.81,45.68,60,17.18873524140178
0.45,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,14,19.098594712668646
0.4,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,10,56.84,4.56,10,88.81,41.12,60,23.554933478957995
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,9.13,20,88.81,36.55,28,22.281693831446752
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,60,20.37183436017989
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,25.46479295022486
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,10,88.81,41.12,28,14.504746064448081
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0,0,0,88.81,45.68,14,24.19155330271362
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0,0,0,88.81,45.68,60,14.619974252547848
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,28,25.592116914975986
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,14,21.00845418393551
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,14,25.46479295022486
0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,14,10.836262527245738
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,25.46479295022486
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,20,88.81,36.55,60,22.918313655202375
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,28,22.918313655202375
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,0,0,88.81,45.68,60,35.905358059817054
0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,14,26.10141277398048
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0,9.13,20,88.81,36.55,28,22.918313655202375
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,28,25.46479295022486
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,28,20.37183436017989
0.41,6,21.85,15.38,2.43,1463.233,51.41,0,0,0,0,12.85,20,0,0,0,88.81,45.68,60,26.738032597736105
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,60,16.55211541764616
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,28,23
0.45,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,28,22.918313655202375
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,19.27,40,0,0,0,88.81,45.68,60,24.82817312646924
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,9.13,20,88.81,36.55,14,16.55211541764616
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,28,21.00845418393551
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,20,56.84,9.13,10,88.81,36.55,28,21.00845418393551
0.42,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,30,0,0,0,88.81,45.68,28,23.554933478957995
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,9.13,20,88.81,36.55,60,25.46479295022486
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,28,17.18873524140178
0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0,0,0,88.81,45.68,28,24.82817312646924
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,0,20,88.81,41.12,28,23.554933478957995
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,20,88.81,36.55,60,22.918313655202375
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,20,88.81,36.55,60,16.55211541764616
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,28,25.46479295022486
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,28,23.300285549455747
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,20,88.81,36.55,28,22.918313655202375
0.4,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,60,25.592116914975986
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,14,26
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,28,22.918313655202375
0.45,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,60,23.554933478957995
0.43,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,28,19.098594712668646
0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,28,19.098594712668646
0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,60,28.011272245247348
0.43,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,60,28.585503326274917
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,28,23.554933478957995
0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,60,19.098594712668646
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,14,25.46479295022486
0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0,0,0,88.81,45.68,28,22.281693831446752
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,25.46479295022486
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,60,21.446321298714626
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,0,0,88.81,45.68,14,15.915495593890538
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,14,34.632118412305815
0.44,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,14,10.833996160673168
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0,0,0,88.81,45.68,28,21.00845418393551
0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,10,56.84,4.56,10,88.81,41.12,60,20.37183436017989
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,60,22.281693831446752
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,0,20,88.81,45.68,28,22.918313655202375
0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,60,23.554933478957995
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,60,21.00845418393551
0.45,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0,0,0,88.81,45.68,14,16.55211541764616
0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,60,11.76065997613185
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,23.554933478957995
0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0,9.13,0,88.81,36.55,28,28.011272245247348
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,26.10141277398048
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,28,25.46479295022486
0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0,0,0,88.81,45.68,28,25.46479295022486
0.43,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,32.13,20,0,0,0,88.81,45.68,60,28.585503326274917
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,14,35.905358059817054
0.42,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,30,0,0,0,88.81,45.68,14,36.41465391882155
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,25.46479295022486
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0,0,0,88.81,45.68,14,24.19155330271362
0.41,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,28,21.645074007691132
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,28,20.37183436017989
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,60,19.098594712668646
0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,0,0,88.81,45.68,60,21.390426078188884
0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,28,19.098594712668646
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,14,25.46479295022486
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,25.46479295022486
0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,28,21.645074007691132
0.4,6,21.85,15.38,2.43,1463.233,44.98,0,0,0,0,0,0,0,4.56,10,88.81,41.12,60,23.554933478957995
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,14,24.19155330271362
0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,0,0,88.81,45.68,60,14.504746064448081
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,60,21.00845418393551
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,28,13.612332395507451
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,30,56.84,9.13,20,88.81,36.55,28,26.10141277398048
0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0,0,0,88.81,45.68,60,21.645074007691132
0.4,6,21.85,15.38,2.43,1463.233,57.83,0,1114.147,0,1.92,6.42,10,0,0,0,88.81,45.68,60,25.46479295022486
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,60,19.098594712668646
0.43,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,28,19.098594712668646
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0,0,0,88.81,45.68,60,31.57634325827883
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,19.27,20,56.84,9.13,20,88.81,36.55,28,25.46479295022486
0.43,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,32.13,40,0,0,0,88.81,45.68,60,24.19155330271362
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,25.46479295022486
0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0,0,0,88.81,45.68,28,19.098594712668646
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,14,25.592116914975986
0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,28,26.10141277398048
0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,28,28.011272245247348
0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,40,56.84,4.56,10,88.81,41.12,28,28.647892069002967
0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,28,31.830991187781077
0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,10,0,0,0,88.81,45.68,60,31.57634325827883
0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,28,22.918313655202375
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,28,17.53632966517235
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,60,25.46479295022486
0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0,0,0,88.81,45.68,28,17.268185395406483
0.42,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,20,56.84,4.56,10,88.81,41.12,60,21.00845418393551
0.43,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,60,20.37183436017989
0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0,0,0,88.81,45.68,28,21.645074007691132
0.44,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,19.27,30,56.84,9.13,20,88.81,36.55,60,19.098594712668646
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,28,25.46479295022486
0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0,0,0,88.81,45.68,28,28.647892069002967
0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0,0,0,88.81,45.68,28,24.82817312646924
0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,14,21.00845418393551
0.4,6,21.85,15.38,2.43,1463.233,64.26,0,0,0,0,0,0,0,0,0,88.81,45.68,14,25.46479295022486
